     3.000      2.000      2.000      3.000      2.000      2.000      2.000      1.000      4.000      0.361      0.360     -0.229      0.579 1
     3.000      0.000      1.000      3.000      3.000      2.000      3.000      2.000      4.000     -0.390      0.301      1.297      0.480 1
     3.000      2.000      3.000      3.000      2.000      1.000      2.000      0.000      3.000      0.920      0.551     -1.027      0.364 1
     3.000      2.000      3.000      3.000      2.000      1.000      1.000      0.000      5.000      0.930      0.555     -1.374      0.307 1
     2.000      0.000      2.000      2.000      3.000      0.000      2.000      1.000      5.000     -0.512      0.284      0.482      0.314 1
     1.000      2.000      3.000      3.000      2.000      2.000      2.000      1.000      5.000     -0.006      0.315     -0.238      0.581 1
     3.000      2.000      3.000      3.000      2.000      1.000      2.000      1.000      3.000      0.884      0.537     -0.398      0.598 1
     2.000      1.000      2.000      2.000      1.000      2.000      1.000      1.000      5.000     -0.317      0.281     -1.520      0.315 1
     3.000      2.000      3.000      3.000      2.000      2.000      1.000      1.000      5.000      0.911      0.547     -1.062      0.353 1
     3.000      2.000      3.000      3.000      2.000      2.000      2.000      1.000      5.000      0.867      0.530     -0.297      0.595 1
     1.000      0.000      0.000      0.000      2.000      2.000      2.000      2.000      4.000     -1.602      0.342      0.352      0.353 1
     2.000      1.000      2.000      2.000      2.000      1.000      2.000      1.000      3.000     -0.333      0.281     -0.313      0.593 1
     1.000      0.000      1.000      2.000      2.000      0.000      2.000      1.000      4.000     -0.983      0.313     -0.477      0.590 1
     3.000      0.000      1.000      3.000          *      1.000          *          *      4.000     -0.362      0.302     -0.286      0.931 1
     0.000          *      0.000      0.000      3.000      1.000      2.000      2.000      5.000     -2.080      0.452      0.799      0.331 1
     1.000      1.000      0.000      0.000      2.000      0.000      2.000      1.000      3.000     -1.296      0.308     -0.420      0.599 1
     3.000      2.000      3.000      3.000      3.000      0.000      2.000      1.000      5.000      0.827      0.514      0.456      0.314 1
         *          *          *          *      2.000      2.000      2.000      1.000      5.000     -0.048      0.987     -0.235      0.584 1
     2.000      2.000      3.000      3.000      2.000      1.000      1.000      0.000      4.000      0.277      0.327     -1.353      0.308 1
     2.000      0.000      1.000      1.000      2.000      1.000      2.000      1.000      3.000     -0.814      0.296     -0.279      0.588 1
     3.000      2.000      3.000      3.000      2.000      1.000      2.000      1.000      3.000      0.884      0.537     -0.398      0.598 1
     3.000      2.000      3.000      3.000      2.000      0.000      2.000      1.000      5.000      0.886      0.537     -0.627      0.543 1
     3.000      1.000      2.000      3.000      3.000      1.000      3.000      2.000      4.000      0.005      0.304      1.172      0.429 1
     3.000      2.000      2.000      3.000      3.000      2.000      2.000      1.000      4.000      0.341      0.358      0.571      0.317 1
     3.000      2.000      3.000      2.000      1.000      2.000      1.000      1.000      5.000      0.498      0.386     -1.536      0.316 1
     2.000      2.000      2.000      3.000      2.000      1.000      2.000      1.000      5.000      0.015      0.306     -0.406      0.596 1
     3.000      2.000      3.000      3.000      2.000      1.000      2.000      1.000      4.000      0.880      0.535     -0.432      0.595 1
     1.000      2.000      3.000      3.000      1.000      2.000      1.000      0.000      4.000      0.025      0.316     -1.752      0.322 1
     3.000      2.000      3.000      3.000      2.000      0.000      2.000      1.000      5.000      0.886      0.537     -0.627      0.543 1
     1.000      2.000      3.000      3.000      2.000      0.000      2.000      1.000      4.000      0.002      0.315     -0.543      0.573 1
         *          *          *          *      1.000      1.000      1.000      0.000      5.000      0.252      0.983     -1.813      0.324 1
     2.000      1.000      2.000      2.000      2.000      1.000      1.000      1.000      5.000     -0.324      0.281     -1.088      0.348 1
     0.000      2.000      0.000      3.000      2.000      0.000      2.000      1.000      5.000     -1.066      0.294     -0.505      0.584 1
     3.000      2.000      3.000      3.000      2.000      0.000      1.000      1.000      5.000      0.918      0.550     -1.178      0.336 1
         *          *          *      0.000      2.000      2.000      2.000      1.000      3.000     -1.468      0.671     -0.089      0.528 1
     3.000      2.000      3.000      3.000      3.000      2.000      2.000      2.000      3.000      0.818      0.511      0.814      0.334 1
     3.000          *      3.000      3.000      2.000      1.000      2.000      0.000      5.000      0.895      0.558     -1.051      0.359 1
     3.000      2.000      3.000      3.000      2.000      1.000      2.000      1.000      5.000      0.877      0.534     -0.466      0.590 1
     2.000      0.000      1.000      2.000      2.000      2.000      2.000      0.000      5.000     -0.699      0.293     -0.945      0.383 1
     2.000      0.000      1.000      3.000      1.000      2.000      1.000      0.000      5.000     -0.569      0.296     -1.750      0.322 1
     2.000      1.000      2.000      2.000      2.000      1.000      1.000      1.000      5.000     -0.324      0.281     -1.088      0.348 1
     3.000      1.000      3.000      3.000      2.000      1.000      2.000      1.000      5.000      0.273      0.329     -0.424      0.595 1
     3.000      2.000      3.000      3.000      3.000      2.000      2.000      1.000      5.000      0.822      0.512      0.552      0.317 1
     3.000      2.000      3.000      3.000      1.000      2.000      0.000      0.000      5.000      0.975      0.574     -2.098      0.311 1
     2.000      2.000      2.000      2.000      2.000      2.000      1.000      0.000      4.000     -0.111      0.296     -1.302      0.312 1
     3.000      2.000      3.000      3.000      2.000      2.000      0.000      1.000      5.000      0.933      0.556     -1.436      0.300 1
     3.000      2.000      3.000      3.000      2.000      0.000      2.000      1.000      5.000      0.886      0.537     -0.627      0.543 1
     3.000      2.000      0.000      3.000      2.000      0.000      1.000      1.000      5.000     -0.224      0.309     -1.152      0.340 1
     2.000      1.000      2.000      2.000      2.000      0.000      2.000      1.000      4.000     -0.332      0.281     -0.521      0.580 1
     3.000      2.000      2.000      2.000      0.000      0.000      0.000      0.000      2.000      0.210      0.331     -2.676      0.395 1
     3.000      2.000      3.000      3.000      3.000      1.000      2.000      1.000      3.000      0.834      0.516      0.521      0.315 1
     3.000      2.000      2.000      2.000      2.000      1.000      0.000      1.000      5.000      0.178      0.328     -1.463      0.297 1
     1.000      0.000      1.000      2.000      2.000      1.000      2.000      1.000      5.000     -0.987      0.313     -0.336      0.596 1
         *      0.000      0.000      1.000      2.000      1.000      1.000      1.000      5.000     -1.512      0.413     -1.059      0.353 1
     3.000      0.000      1.000      1.000      1.000      0.000      1.000      0.000      5.000     -0.568      0.297     -1.855      0.325 1
     3.000      2.000      3.000      3.000      1.000      1.000      1.000      0.000      5.000      0.958      0.567     -1.828      0.324 1
     3.000      2.000      3.000      3.000      3.000      2.000      3.000      1.000      5.000      0.805      0.506      0.873      0.346 1
     2.000      1.000      1.000      2.000      2.000      1.000      2.000      1.000      3.000     -0.531      0.287     -0.299      0.591 1
     1.000      0.000      1.000      1.000      1.000      2.000      2.000      1.000      5.000     -1.096      0.317     -1.222      0.310 1
     2.000      2.000      2.000      3.000      2.000      1.000      2.000      1.000      4.000      0.016      0.306     -0.372      0.597 1
     1.000      1.000      1.000      2.000      3.000      1.000      2.000      1.000      5.000     -0.794      0.300      0.533      0.315 1
     3.000      2.000      2.000      3.000      2.000      1.000      2.000      1.000      5.000      0.364      0.361     -0.431      0.594 1
     3.000      2.000      3.000      3.000      2.000      1.000      2.000      1.000      4.000      0.880      0.535     -0.432      0.595 1
     3.000      2.000      2.000      2.000      2.000      2.000      2.000      1.000      4.000      0.153      0.326     -0.216      0.575 1
     2.000      1.000      2.000      2.000      3.000      2.000      2.000      1.000      5.000     -0.350      0.281      0.575      0.318 1
         *      1.000          *          *      2.000      0.000      2.000      1.000      4.000     -0.525      0.510     -0.508      0.584 1
     3.000      2.000      3.000      3.000      0.000      0.000      1.000      0.000      5.000      0.993      0.582     -2.364      0.331 1
     3.000      2.000      3.000      3.000      2.000      0.000      2.000      1.000      2.000      0.897      0.542     -0.537      0.576 1
     1.000      1.000      2.000      1.000      3.000      1.000      3.000      2.000      2.000     -0.680      0.292      1.236      0.453 1
     2.000      1.000          *      2.000      3.000      1.000      3.000      2.000      5.000     -0.473      0.325      1.171      0.429 1
     2.000      2.000      3.000      3.000      2.000      0.000      1.000      0.000      5.000      0.276      0.327     -1.412      0.305 1
     3.000      1.000      2.000      3.000      0.000      1.000      1.000      0.000      5.000      0.066      0.306     -2.282      0.321 1
     1.000      2.000      3.000      3.000      2.000      1.000      1.000      1.000      5.000      0.011      0.316     -1.096      0.347 1
     3.000      2.000      3.000      3.000      1.000      0.000      1.000      0.000      5.000      0.962      0.568     -1.887      0.325 1
     0.000      1.000      1.000      1.000      2.000      2.000      2.000      1.000      5.000     -1.218      0.293     -0.160      0.556 1
     1.000      0.000      1.000      1.000      2.000      1.000      2.000      1.000      4.000     -1.112      0.317     -0.293      0.590 1
     1.000      0.000      3.000      1.000      3.000      1.000      2.000      1.000      5.000     -0.665      0.298      0.531      0.315 1
     1.000      2.000      1.000      2.000      2.000      2.000      2.000      1.000      5.000     -0.584      0.305     -0.200      0.570 1
