     3.000     2.000     3.000     3.000     0.000     0.000     1.000     0.000     0.000     2.000     0.000     2.000     0.000     2.000     0.000     0.000     0.000     2.000     1.000     1.000     2.000     0.000     2.000     1.000     5.000     3.000     1.088     0.514     0.446    -1.355     0.390    -0.553     0.403    -1.272     0.523    -1.058     0.407     0.153     0.507 1
     1.000     0.000     3.000     1.000     1.000     0.000     1.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     2.000     2.000     2.000     0.000     3.000     2.000     1.000     1.000     2.000     1.000     5.000     3.000     1.088    -0.726     0.303    -0.781     0.256    -1.535     0.474     1.241     0.446     0.927     0.428    -0.739     0.267 1
     0.000     0.000     0.000     0.000     0.000     2.000     1.000     2.000     1.000     0.000     1.000     3.000     1.000     1.000     1.000     0.000     1.000     1.000     2.000     3.000     2.000     2.000     2.000     1.000     5.000     1.000     1.204    -2.169     0.406     0.015     0.341    -0.173     0.407    -0.282     0.339     0.265     0.409     0.388     0.470 1
     2.000     2.000     3.000     3.000     1.000     1.000     1.000     2.000     1.000     2.000     1.000     2.000     1.000     3.000     0.000     0.000     0.000     1.000     3.000     3.000     3.000     2.000     3.000     2.000     5.000     2.000     1.088     0.080     0.327    -0.055     0.404     0.443     0.411    -1.283     0.526     0.617     0.418     1.640     0.411 1
     3.000     2.000     3.000     3.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     2.000     0.000     3.000     3.000     2.000     0.000     2.000     1.000     5.000     3.000     1.000     0.819     0.559    -1.488     0.448    -1.936     0.546     1.393     0.510     1.377     0.509    -0.299     0.397 1
     3.000     2.000     3.000     3.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     3.000     0.000     1.000     1.000     1.000     2.000     0.000     2.000     3.000     2.000     0.000     1.000     0.000     5.000     3.000     1.204     0.762     0.533    -1.743     0.525    -0.216     0.408     0.489     0.366     0.858     0.404    -0.749     0.284 1
     1.000     0.000     1.000     2.000     2.000     1.000     1.000     0.000     1.000     1.000     1.000     2.000     2.000     2.000     1.000     2.000     1.000     1.000     2.000     0.000     3.000     2.000     2.000     1.000     5.000     2.000     1.204    -1.136     0.318    -0.005     0.382     0.130     0.401     0.123     0.373    -0.819     0.402     1.126     0.312 1
     3.000     2.000     2.000     3.000     0.000     0.000     0.000     2.000     0.000     1.000     1.000     2.000     0.000     2.000     2.000     2.000     2.000     1.000     3.000     2.000     2.000     2.000     2.000     1.000     5.000     5.000     1.000     0.225     0.348    -1.496     0.452    -0.320     0.404     1.294     0.466     0.544     0.413     0.182     0.508 1
         *     2.000     3.000     3.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     2.000     1.000     1.000     1.000     2.000     0.000     2.000     1.000     3.000     3.000     0.927     0.575     0.529    -1.980     0.578    -2.056     0.567     1.029     0.378    -0.650     0.417    -0.044     0.480 1
     3.000     2.000     3.000     3.000     2.000     2.000     2.000     2.000     2.000     2.000     1.000     3.000     1.000     3.000     2.000     2.000     2.000     1.000     1.000     1.000     2.000     1.000     2.000     1.000     5.000     3.000     1.152     0.884     0.588     1.338     0.556     0.661     0.416     1.246     0.449    -0.715     0.417     0.434     0.452 1
     3.000     2.000     3.000     3.000     2.000     1.000     2.000     2.000     1.000     1.000     0.000     1.000     0.000     3.000     1.000     1.000     1.000     0.000     2.000     2.000     2.000     0.000     2.000     0.000     4.000     3.000     0.800     0.778     0.539     0.237     0.296    -0.547     0.403     0.027     0.367     0.462     0.397    -0.458     0.333 1
     3.000     2.000     3.000     3.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     3.000     3.000     1.000     0.000     0.000     0.000     5.000     4.000     1.204     0.681     0.502    -0.716     0.266    -1.263     0.443    -1.206     0.501     1.034     0.444    -1.482     0.297 1
     3.000     2.000     3.000     3.000     1.000     1.000     1.000     2.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     1.000     1.000     2.000     1.000     1.000     2.000     1.000     2.000     1.000     5.000     3.000     1.204     0.601     0.473    -0.875     0.247    -1.316     0.460     0.018     0.366    -1.063     0.406     0.247     0.501 1
     1.000     2.000     2.000     3.000     1.000     1.000     2.000     2.000     1.000     2.000     1.000     2.000     1.000     2.000     2.000     2.000     2.000     2.000     1.000     1.000     2.000     0.000     2.000     1.000     5.000     1.000     1.204    -0.358     0.304     0.097     0.345     0.094     0.404     1.186     0.428    -1.074     0.406     0.340     0.483 1
     1.000     1.000     2.000     2.000     1.000     1.000     2.000     1.000     1.000     2.000     2.000     3.000     0.000     3.000     0.000     0.000     0.000         *     3.000     3.000     1.000     1.000     1.000     0.000     5.000     2.000     1.204    -0.677     0.294     0.017     0.373     0.750     0.412    -1.382     0.560     1.245     0.534    -1.106     0.299 1
     3.000     2.000     2.000     1.000     1.000     1.000     1.000     2.000     1.000     1.000     0.000     3.000     0.000     1.000     1.000     2.000     2.000     0.000     3.000     2.000     2.000     0.000     2.000     1.000     5.000     3.000     1.000    -0.087     0.315    -0.246     0.422    -0.584     0.402     0.648     0.365     0.856     0.426    -0.082     0.468 1
     1.000     0.000     2.000     1.000     1.000     1.000     1.000     2.000     1.000     2.000     1.000     1.000     1.000     1.000     2.000     2.000     2.000     2.000     1.000     1.000     3.000     1.000     3.000     2.000     4.000     3.000     1.039    -1.001     0.308    -0.138     0.423    -0.204     0.402     1.165     0.422    -1.265     0.407     1.787     0.442 1
     3.000     2.000     3.000     3.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     2.000     1.000     1.000     2.000     2.000     1.000     1.000     1.000     5.000     3.000     1.088     0.686     0.503    -1.836     0.543    -2.057     0.565     1.037     0.379    -0.265     0.400    -0.445     0.341 1
     3.000     2.000     3.000     3.000     1.000     1.000     1.000     1.000     1.000     0.000     2.000     0.000     0.000     3.000     1.000     1.000     1.000     1.000     2.000     2.000     1.000     1.000     1.000     0.000     5.000     3.000     1.204     0.780     0.540    -0.282     0.413    -0.143     0.397     0.019     0.366     0.229     0.408    -1.089     0.298 1
     2.000     2.000     2.000     1.000     1.000     1.000     2.000     2.000     1.000     0.000     0.000     1.000     2.000     2.000     1.000     1.000     2.000     0.000     2.000     2.000     2.000     0.000     1.000     0.000     4.000     3.000     0.845    -0.354     0.297    -0.001     0.382    -0.672     0.409     0.421     0.367     0.466     0.396    -0.698     0.290 1
     1.000     2.000     3.000     3.000     1.000     1.000     1.000     0.000     1.000     2.000     2.000     3.000     1.000     3.000     1.000     1.000     0.000     1.000     1.000     1.000     3.000     2.000     2.000     2.000     5.000     3.000     1.088    -0.186     0.314    -0.179     0.425     0.992     0.420    -0.435     0.318    -0.870     0.415     1.421     0.361 1
     2.000     1.000     3.000     3.000     1.000     1.000     1.000     2.000     1.000     1.000     1.000     2.000     2.000     3.000     1.000     1.000     2.000     1.000     1.000     1.000     3.000     2.000     2.000     1.000     5.000     2.000     1.204    -0.120     0.303    -0.076     0.410     0.346     0.407     0.410     0.367    -0.826     0.415     1.117     0.311 1
     2.000     1.000     1.000     2.000     1.000     1.000     1.000     2.000     1.000     0.000     1.000     1.000     0.000     1.000     1.000     2.000     1.000     1.000     2.000     2.000     2.000     0.000     2.000     1.000     3.000     2.000     0.879    -0.655     0.292    -0.251     0.422    -0.738     0.408     0.166     0.374     0.038     0.412     0.058     0.499 1
     1.000     0.000     1.000     1.000     1.000     1.000     1.000     2.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     2.000     2.000     2.000     1.000     5.000     2.000     1.204    -1.277     0.322    -0.235     0.424    -0.723     0.402    -0.070     0.359    -0.810     0.417     0.468     0.441 1
     2.000     2.000     1.000     3.000     1.000     1.000     0.000     0.000     0.000     3.000     2.000     4.000     1.000     3.000     2.000     2.000     2.000     0.000     2.000     3.000     1.000     0.000     0.000     0.000     2.000     5.000         *    -0.269     0.305    -1.001     0.263     1.223     0.433     1.219     0.439     0.925     0.405    -1.376     0.302 1
     3.000     2.000     3.000     3.000     2.000     2.000     2.000     0.000     2.000     2.000     1.000     4.000     1.000     3.000     2.000     2.000     2.000     1.000     2.000     0.000     2.000     2.000     2.000     0.000     5.000     3.000     1.204     0.915     0.601     1.059     0.441     0.856     0.412     1.246     0.449    -0.596     0.407    -0.118     0.415 1
     3.000     2.000     2.000     3.000     2.000     1.000     1.000     2.000     2.000     2.000     1.000     2.000     2.000     2.000     1.000     1.000     1.000     1.000     3.000     2.000     2.000     2.000     1.000     1.000     5.000     3.000     0.955     0.238     0.349     0.612     0.262     0.296     0.403    -0.008     0.364     0.540     0.411    -0.291     0.381 1
     3.000     1.000     3.000     3.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     3.000     3.000     2.000     1.000     1.000     1.000     0.000     3.000     1.000     3.000     2.000     2.000     1.000     5.000     2.000     1.000     0.256     0.350     1.422     0.579     1.215     0.423    -0.020     0.363     0.392     0.399     1.078     0.306 1
     3.000     2.000     3.000     3.000     0.000     2.000     1.000     2.000     1.000     0.000     2.000     3.000     1.000     0.000     1.000     2.000     2.000     0.000     0.000     0.000     2.000     2.000     2.000     0.000     5.000     2.000     1.064     0.749     0.527     0.091     0.321     0.097     0.391     0.641     0.366    -1.019     0.382    -0.140     0.410 1
     1.000     1.000     2.000     2.000     1.000     0.000     1.000     2.000     0.000     3.000     2.000     2.000     3.000     2.000     1.000     1.000     1.000     2.000     0.000     0.000     3.000     1.000     3.000     2.000     5.000     1.000     1.204    -0.757     0.294    -0.986     0.264     0.958     0.407    -0.072     0.359    -2.130     0.479     1.945     0.472 1
     3.000     2.000     1.000     3.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     3.000     2.000     2.000     2.000     0.000     3.000     3.000     0.000     1.000     0.000     0.000     5.000     4.000     1.000     0.032     0.332    -1.251     0.345    -0.554     0.412     1.289     0.464     1.706     0.576    -1.951     0.361 1
     3.000     2.000     1.000     3.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     3.000     2.000     2.000     2.000     2.000     2.000     1.000     2.000     1.000     3.000     1.000     2.000     1.000     5.000     4.000     1.204    -0.041     0.327    -0.217     0.423     0.155     0.410     1.233     0.443    -0.359     0.418     1.027     0.300 1
     2.000     2.000     2.000     3.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     2.000     1.000     1.000     0.000     1.000     0.000     5.000     3.000     1.204    -0.143     0.305    -0.417     0.369    -1.489     0.472    -0.698     0.364     0.197     0.399    -1.170     0.303 1
     3.000     2.000     3.000     3.000     1.000     1.000     0.000     2.000     1.000     0.000     1.000     1.000     1.000     2.000     0.000     2.000     0.000     1.000     3.000     3.000     2.000     2.000     2.000     1.000     5.000     3.000     1.088     0.677     0.500    -0.439     0.357    -0.366     0.407    -0.697     0.365     0.838     0.433     0.126     0.507 1
     3.000     2.000     3.000     3.000     1.000     1.000     1.000     2.000     1.000     1.000     1.000     1.000     3.000     3.000     1.000     1.000     1.000     0.000     2.000     3.000     3.000     2.000     2.000     1.000     4.000     4.000     1.084     0.723     0.517    -0.077     0.410     0.365     0.412     0.029     0.367     0.620     0.400     1.006     0.298 1
     3.000     1.000     3.000     2.000     1.000     1.000     2.000     1.000     2.000     2.000     1.000     2.000     1.000     3.000     0.000     0.000     0.000     1.000     2.000     1.000     1.000     1.000     2.000     1.000     4.000     3.000     0.984     0.005     0.316     0.562     0.253     0.354     0.409    -1.365     0.554    -0.219     0.417    -0.638     0.263 1
     3.000     2.000     3.000     3.000     0.000     1.000     0.000     1.000     1.000     0.000     0.000     1.000     2.000     1.000     2.000     2.000     2.000     1.000     3.000     3.000     2.000     0.000     1.000     0.000     5.000     4.000     1.204     0.897     0.593    -0.719     0.267    -0.896     0.414     1.345     0.488     1.011     0.442    -0.761     0.283 1
     0.000     0.000     0.000     0.000     1.000     2.000     2.000     2.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     2.000     2.000     1.000     2.000     1.000     3.000     1.000     3.000     2.000     5.000     1.000     1.204    -2.188     0.410     0.762     0.302    -1.535     0.492     0.544     0.369    -0.578     0.417     1.675     0.417 1
     2.000     1.000     2.000     3.000     2.000     2.000     2.000     2.000     2.000     2.000     1.000     2.000     1.000     3.000     0.000     2.000     0.000     2.000     0.000     0.000     3.000     0.000     3.000     2.000     5.000     3.000     1.000    -0.382     0.293     1.431     0.582     0.533     0.413    -0.819     0.388    -2.208     0.492     1.894     0.465 1
     1.000     0.000     1.000     1.000     2.000     2.000     1.000     1.000     2.000     1.000     1.000     2.000     1.000     3.000     1.000     1.000     0.000     1.000     3.000     1.000     2.000     0.000     2.000     1.000     5.000     2.000     1.204    -1.237     0.321     0.815     0.322     0.250     0.407    -0.464     0.318     0.108     0.407     0.195     0.506 1
     2.000     1.000     2.000     2.000     1.000     2.000     1.000     2.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     2.000     1.000     1.000     1.000     5.000     3.000     1.204    -0.489     0.288     0.221     0.291    -0.910     0.404    -1.029     0.444    -0.724     0.415    -0.292     0.380 1
     2.000     1.000     2.000     2.000     1.000     0.000     1.000     2.000     1.000     1.000     1.000     2.000     2.000     3.000     2.000     1.000     2.000     0.000     3.000     3.000     0.000     0.000     0.000     0.000     5.000     3.000     1.064    -0.377     0.288    -0.656     0.278     0.148     0.406     0.973     0.367     1.673     0.569    -1.975     0.371 1
     1.000     0.000     3.000     1.000     1.000     1.000     1.000     1.000     1.000     2.000     1.000     1.000     1.000     3.000     1.000     2.000     2.000     1.000     2.000     2.000     2.000     0.000     2.000     1.000     5.000     2.000     1.204    -0.751     0.303    -0.273     0.415     0.102     0.411     0.599     0.367     0.050     0.412     0.136     0.507 1
     2.000     0.000     1.000     3.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     2.000     2.000     2.000     2.000     1.000     1.000     1.000     3.000         *     3.000     2.000     4.000     3.000     1.084    -0.721     0.302    -0.334     0.399    -1.194     0.451     1.207     0.435    -0.926     0.416     1.727     0.437 1
     2.000     1.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     3.000     0.000     1.000     2.000         *     1.000     2.000     1.000     1.000     1.000     1.000     3.000     0.000     2.000     1.000     5.000     3.000     1.204    -0.456     0.288     1.223     0.517     0.007     0.418     0.141     0.373    -0.867     0.415     1.036     0.301 1
     3.000     2.000     3.000     3.000     1.000     0.000     0.000     0.000     1.000     2.000     2.000     3.000     2.000     3.000     0.000     2.000     1.000     1.000     3.000     2.000     2.000     2.000     2.000     1.000     5.000     3.000     1.000     0.706     0.511    -0.749     0.259     1.053     0.422    -0.321     0.334     0.520     0.412     0.295     0.495 1
     1.000     0.000     1.000     1.000     1.000     1.000     1.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000     2.000     1.000     1.000     1.000     5.000     2.000     1.000    -1.339     0.324    -0.904     0.250    -1.590     0.482    -1.451     0.583    -1.201     0.404    -0.286     0.381 1
     3.000     2.000         *     2.000     2.000     2.000     2.000     2.000     2.000     3.000     2.000     3.000     2.000     3.000     1.000     1.000     1.000     1.000     1.000     1.000     3.000     2.000     2.000     1.000     3.000     3.000     0.879     0.207     0.412     1.544     0.613     1.543     0.458    -0.047     0.361    -0.846     0.415     1.179     0.321 1
     1.000     1.000     2.000     2.000     1.000     1.000     1.000     2.000     1.000     2.000     1.000     1.000     2.000     3.000     0.000     1.000     0.000     1.000     2.000     2.000     2.000     1.000     1.000     0.000     5.000     2.000     1.000    -0.701     0.294    -0.160     0.425     0.235     0.412    -1.039     0.447     0.107     0.409    -0.605     0.302 1
         *     2.000         *     3.000     1.000     1.000     1.000     2.000     1.000     1.000     1.000     1.000     2.000     2.000     1.000     2.000     2.000     1.000     2.000     1.000     2.000     0.000     1.000     0.000     5.000     3.000     1.204     0.643     0.662    -0.171     0.426    -0.127     0.402     0.653     0.366    -0.144     0.418    -0.661     0.295 1
     3.000     2.000     3.000     3.000     1.000     1.000     1.000     2.000     1.000     0.000     0.000     2.000     0.000     2.000     1.000     2.000     1.000     1.000     1.000     1.000     2.000     1.000     2.000     1.000     3.000     5.000     0.669     0.674     0.499    -0.187     0.427    -0.766     0.418     0.215     0.375    -0.717     0.417     0.261     0.499 1
     3.000     2.000     3.000     1.000     2.000     1.000     2.000     1.000     1.000     1.000     0.000     2.000     3.000     1.000     1.000     2.000     0.000     1.000     2.000     1.000     2.000     2.000     3.000     1.000     5.000     1.000     1.204     0.138     0.350     0.221     0.299    -0.244     0.388    -0.262     0.326    -0.384     0.418     0.880     0.291 1
     1.000     2.000         *     2.000     2.000     2.000     0.000     2.000     1.000     0.000     0.000     2.000     1.000     2.000     1.000     2.000     2.000     0.000     3.000     1.000     0.000     0.000     0.000     0.000     5.000     3.000     1.000    -0.480     0.351     0.180     0.297    -0.677     0.407     0.613     0.367     0.728     0.414    -1.906     0.346 1
     2.000     2.000     2.000     2.000     1.000     1.000     1.000     2.000     1.000     3.000     1.000     3.000     2.000     3.000     1.000     1.000     1.000     2.000     2.000     1.000     2.000     1.000     2.000     1.000     5.000     3.000     1.204    -0.282     0.297    -0.050     0.402     0.870     0.414    -0.046     0.361    -0.685     0.400     0.424     0.455 1
     3.000     2.000     3.000     3.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     3.000     2.000     1.000     0.000     1.000     0.000     5.000     3.000     1.204     0.763     0.533    -0.626     0.293    -1.263     0.443     0.042     0.368     0.668     0.414    -1.209     0.304 1
     3.000     1.000     3.000     3.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     2.000     1.000     1.000     0.000     1.000     0.000     1.000     1.000     1.000     2.000     1.000     1.000     1.000     5.000     3.000     1.204     0.167     0.340    -0.269     0.416    -0.391     0.403    -0.988     0.433    -0.681     0.415    -0.300     0.378 1
     3.000     2.000     3.000     3.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     3.000     1.000     2.000     1.000     1.000     0.000     1.000     2.000     1.000     3.000     2.000     3.000     1.000     4.000     2.000     1.084     0.618     0.478    -0.154     0.422     0.227     0.405    -0.395     0.320    -0.417     0.418     1.377     0.345 1
     3.000     1.000     2.000     3.000     1.000     1.000     2.000     2.000     1.000     0.000     1.000     2.000     2.000     2.000     2.000     2.000     2.000     1.000     2.000     1.000     2.000     0.000     0.000     1.000     5.000     2.000     1.204    -0.014     0.311     0.055     0.361    -0.104     0.406     1.223     0.440    -0.155     0.417    -0.676     0.289 1
     3.000     2.000     3.000     3.000     1.000     1.000     1.000     2.000     2.000     0.000     1.000     0.000     2.000     3.000     0.000     2.000     0.000     1.000     2.000     0.000     3.000     1.000     2.000     2.000     4.000     2.000     0.903     0.599     0.472     0.518     0.248    -0.106     0.413    -0.734     0.372    -0.818     0.403     1.298     0.331 1
     1.000     0.000     1.000     3.000     1.000     1.000     1.000     2.000     1.000     2.000     1.000     3.000     3.000     2.000     0.000     2.000     2.000     1.000     1.000     1.000     3.000     2.000     2.000     2.000     5.000     2.000     1.000    -1.010     0.317    -0.060     0.405     0.643     0.409    -0.030     0.306    -0.898     0.415     1.432     0.364 1
     2.000     2.000     3.000     2.000     1.000     1.000     1.000     2.000     2.000     1.000     1.000     2.000     1.000     2.000     1.000     1.000     1.000     1.000     2.000     3.000     2.000     1.000     2.000     1.000     5.000     2.000     1.000    -0.027     0.312     0.491     0.245     0.029     0.401    -0.015     0.364     0.354     0.409     0.196     0.504 1
     3.000     2.000     3.000     3.000     1.000     1.000     1.000     2.000     1.000     1.000     0.000     1.000     0.000     1.000     1.000     2.000     2.000     0.000     3.000     3.000     1.000     1.000     1.000     1.000     5.000     3.000     1.000     0.892     0.590    -0.294     0.413    -0.981     0.415     0.700     0.364     1.473     0.525    -0.974     0.285 1
     0.000     0.000     0.000     0.000     0.000     1.000     2.000     2.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000     2.000     1.000     1.000     0.000     0.000     2.000     1.000     2.000     1.000     5.000     2.000     1.000    -2.240     0.422    -0.335     0.386    -1.012     0.421     0.072     0.370    -1.649     0.418     0.491     0.430 1
         *         *         *         *     1.000     1.000     1.000     2.000     1.000         *         *         *         *         *     0.000     0.000     0.000     1.000     1.000     1.000     2.000     1.000     2.000     1.000     5.000     2.000     1.204    -0.580     0.936    -0.121     0.429     0.031     0.881    -1.407     0.576    -0.793     0.419     0.373     0.477 1
     3.000     2.000     3.000     3.000     2.000     2.000     2.000     2.000     2.000     3.000     2.000     3.000     2.000     3.000     1.000     2.000     2.000     1.000     3.000     3.000     3.000     2.000     2.000     2.000     5.000     3.000     1.000     0.900     0.594     1.519     0.607     1.587     0.461     0.655     0.366     0.714     0.423     1.327     0.339 1
     3.000     2.000     3.000     3.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     2.000     2.000     2.000     0.000     1.000     2.000     0.000     1.000     1.000     2.000     0.000     1.000     1.000     4.000     3.000     1.039     0.714     0.513    -0.245     0.420    -0.087     0.407    -0.107     0.307    -0.247     0.390    -0.402     0.352 1
     3.000     2.000     3.000     2.000     2.000     2.000     2.000     2.000     2.000     3.000     2.000     3.000     3.000     3.000     1.000     1.000     1.000     0.000     3.000     3.000     2.000     0.000     2.000     1.000     4.000     3.000     1.039     0.435     0.395     1.440     0.587     1.758     0.490    -0.010     0.364     1.256     0.491     0.077     0.505 1
     3.000     2.000     3.000     3.000     2.000     2.000     2.000     0.000     1.000     2.000     1.000     3.000     0.000     3.000     1.000     1.000     2.000     1.000     2.000     1.000     3.000     2.000     2.000     1.000     5.000     2.000     1.000     0.735     0.522     0.456     0.248     0.472     0.415     0.449     0.367    -0.367     0.418     1.084     0.307 1
     3.000     2.000     3.000     3.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     2.000     2.000     2.000     2.000     5.000     2.000     1.204     0.490     0.439    -1.800     0.539    -1.518     0.477    -0.923     0.416    -0.789     0.415     0.769     0.317 1
     1.000     1.000     3.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     3.000     1.000     1.000     0.000     1.000     0.000     5.000     3.000     1.000    -0.749     0.297    -1.547     0.468    -2.062     0.563    -0.513     0.348     0.624     0.408    -1.224     0.305 1
     3.000     2.000     3.000     3.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     2.000     2.000     3.000     0.000     1.000     1.000     1.000     2.000     2.000     2.000     1.000     2.000     1.000     3.000     2.000     0.600     0.678     0.500    -0.204     0.424     0.174     0.413    -0.493     0.347     0.066     0.413     0.193     0.505 1
